stoxxId,name,owner,totalPatents,technologyName,technologyCode,totalPatentsInTechnology,worldClassPatentsInTechnology,specialisation,environment,environmentWorldClass
BRCM,EconsightEnergyPatent,Broadcom Inc,16590,Batteries in Mobility,NULL,7,4,0.0004,16,8
BRCM,EconsightEnergyPatent,Broadcom Inc,16590,Batteries in Stationary Applications,NULL,6,2,0.0004,16,8
BRCM,EconsightEnergyPatent,Broadcom Inc,16590,Battery Charger For Vehicle,NULL,3,2,0.0002,16,8
BRCM,EconsightEnergyPatent,Broadcom Inc,16590,Double Layer Capacitors in Stationary Applications,NULL,1,1,0.0001,16,8
BRCM,EconsightEnergyPatent,Broadcom Inc,16590,Fuel Cell Stationary Power Systems,NULL,1,1,0.0001,16,8
BRCM,EconsightEnergyPatent,Broadcom Inc,16590,Fuel Cells in Mobility,NULL,2,1,0.0001,16,8
US91B7,EconsightEnergyPatent,Azenta Inc,230,Fuel Cell Stationary Power Systems,NULL,1,NULL,0.0043,5,1
US91B7,EconsightEnergyPatent,Azenta Inc,230,Hydrogen Generation and Storage,NULL,2,1,0.0087,5,1
US91B7,EconsightEnergyPatent,Azenta Inc,230,Batteries in Stationary Applications,NULL,1,NULL,0.0043,5,1
US91B7,EconsightEnergyPatent,Azenta Inc,230,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0043,5,1
US02D1,EconsightEnergyPatent,Bruker Corp,1361,Fuel Cell Manufacturing,NULL,1,NULL,0.0007,3,0
US02D1,EconsightEnergyPatent,Bruker Corp,1361,Fuel Cell Stationary Power Systems,NULL,1,NULL,0.0007,3,0
US02D1,EconsightEnergyPatent,Bruker Corp,1361,Hydrogen Generation and Storage,NULL,2,NULL,0.0015,3,0
BC,EconsightEnergyPatent,Brunswick Corp,1008,Batteries in Mobility,NULL,43,2,0.0427,46,2
BC,EconsightEnergyPatent,Brunswick Corp,1008,Batteries in Stationary Applications,NULL,1,NULL,0.001,46,2
BC,EconsightEnergyPatent,Brunswick Corp,1008,Battery Charger For Vehicle,NULL,19,2,0.0188,46,2
BC,EconsightEnergyPatent,Brunswick Corp,1008,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.001,46,2
BC,EconsightEnergyPatent,Brunswick Corp,1008,Fuel Cells in Mobility,NULL,2,NULL,0.002,46,2
CME,EconsightEnergyPatent,CME Group Inc,342,Batteries in Stationary Applications,NULL,2,NULL,0.0058,2,0
US97SU,EconsightEnergyPatent,CSW Industrials Inc,61,Fuel Cells in Mobility,NULL,1,NULL,0.0164,1,0
CBT,EconsightEnergyPatent,Cabot Corp,271,Batteries in Mobility,NULL,12,2,0.0443,27,9
CBT,EconsightEnergyPatent,Cabot Corp,271,Double Layer Capacitors in Mobility Applications,NULL,4,3,0.0148,27,9
CBT,EconsightEnergyPatent,Cabot Corp,271,Fuel Cell Manufacturing,NULL,8,5,0.0295,27,9
CBT,EconsightEnergyPatent,Cabot Corp,271,Fuel Cells in Mobility,NULL,3,1,0.0111,27,9
CBT,EconsightEnergyPatent,Cabot Corp,271,Hydrogen Generation and Storage,NULL,3,2,0.0111,27,9
CBT,EconsightEnergyPatent,Cabot Corp,271,Green-Blue Hydrogen Production,NULL,2,1,0.0074,27,9
CBT,EconsightEnergyPatent,Cabot Corp,271,"Porous Carbon Electrode, Anode",NULL,13,3,0.048,27,9
COF,EconsightEnergyPatent,Capital One Financial Corp,2932,Batteries in Mobility,NULL,1,NULL,0.0003,6,3
COF,EconsightEnergyPatent,Capital One Financial Corp,2932,Batteries in Stationary Applications,NULL,1,NULL,0.0003,6,3
COF,EconsightEnergyPatent,Capital One Financial Corp,2932,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0003,6,3
COF,EconsightEnergyPatent,Capital One Financial Corp,2932,Double Layer Capacitors in Stationary Applications,NULL,4,3,0.0014,6,3
COF,EconsightEnergyPatent,Capital One Financial Corp,2932,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,1,0.001,6,3
CDIC,EconsightEnergyPatent,Cardinal Health Inc,811,Batteries in Stationary Applications,NULL,3,1,0.0037,3,1
CSL,EconsightEnergyPatent,Carlisle Companies Inc,270,Batteries in Mobility,NULL,1,NULL,0.0037,1,0
CRS,EconsightEnergyPatent,Carpenter Technology Corp,74,Hydrogen Generation and Storage,NULL,1,NULL,0.0135,1,0
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Batteries in Mobility,NULL,80,23,0.026,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Batteries in Stationary Applications,NULL,4,NULL,0.0013,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Battery Charger For Vehicle,NULL,53,20,0.0172,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0003,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Double Layer Capacitors in Stationary Applications,NULL,4,NULL,0.0013,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,14,3,0.0045,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Fuel Cell Manufacturing,NULL,5,4,0.0016,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Fuel Cell Stationary Power Systems,NULL,4,1,0.0013,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Fuel Cells in Mobility,NULL,27,8,0.0088,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Hydrogen Generation and Storage,NULL,3,NULL,0.001,117,34
US056X,EconsightEnergyPatent,Carrier Global Corp,3082,Hydrogen Tank,NULL,2,NULL,0.0006,117,34
US98FI,EconsightEnergyPatent,Casella Waste Systems Inc,17,Green-Blue Hydrogen Production,NULL,4,3,0.2353,4,4
US98FI,EconsightEnergyPatent,Casella Waste Systems Inc,17,Hydrogen Generation and Storage,NULL,4,4,0.2353,4,4
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Green Hydrogen,NULL,1,NULL,0.0001,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Green-Blue Hydrogen Production,NULL,6,NULL,0.0008,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Green-Blue Methanol Production,NULL,3,NULL,0.0004,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,1,NULL,0.0001,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,2,NULL,0.0003,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Batteries in Mobility,NULL,177,17,0.0235,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Batteries in Stationary Applications,NULL,13,1,0.0017,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Battery Charger For Vehicle,NULL,124,13,0.0164,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Double Layer Capacitors in Mobility Applications,NULL,18,4,0.0024,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Double Layer Capacitors in Stationary Applications,NULL,9,NULL,0.0012,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,38,18,0.005,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Fuel Cell Manufacturing,NULL,14,1,0.0019,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Fuel Cell Stationary Power Systems,NULL,4,2,0.0005,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Fuel Cells in Mobility,NULL,25,2,0.0033,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Hydrogen Generation and Storage,NULL,23,1,0.003,262,39
CAT,EconsightEnergyPatent,Caterpillar Inc,7544,Hydrogen Tank,NULL,6,NULL,0.0008,262,39
CE,EconsightEnergyPatent,Celanese Corp,900,Batteries in Mobility,NULL,8,2,0.0089,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,Fuel Cell Manufacturing,NULL,8,6,0.0089,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,Fuel Cells in Mobility,NULL,3,2,0.0033,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,Hydrogen Generation and Storage,NULL,4,1,0.0044,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,Battery Charger For Vehicle,NULL,2,NULL,0.0022,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,NULL,0.0033,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,Green-Blue Hydrogen Production,NULL,1,NULL,0.0011,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,Green-Blue Methanol Production,NULL,9,7,0.01,30,15
CE,EconsightEnergyPatent,Celanese Corp,900,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,2,1,0.0022,30,15
US812X,EconsightEnergyPatent,ChampionX Corp,673,Hydrogen Generation and Storage,NULL,3,2,0.0045,3,2
US16IB,EconsightEnergyPatent,Chargepoint Holdings Inc,37,Batteries in Mobility,NULL,34,23,0.9189,34,23
US16IB,EconsightEnergyPatent,Chargepoint Holdings Inc,37,Battery Charger For Vehicle,NULL,33,22,0.8919,34,23
US16IB,EconsightEnergyPatent,Chargepoint Holdings Inc,37,Double Layer Capacitors in Mobility Applications,NULL,9,8,0.2432,34,23
US16IB,EconsightEnergyPatent,Chargepoint Holdings Inc,37,Fuel Cells in Mobility,NULL,1,1,0.027,34,23
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Batteries in Mobility,NULL,1,NULL,0.0043,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,1,0.0129,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Fuel Cell Manufacturing,NULL,2,1,0.0086,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Fuel Cells in Mobility,NULL,3,NULL,0.0129,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Hydrogen Fueling Stations,NULL,6,2,0.0259,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Hydrogen Generation and Storage,NULL,28,3,0.1207,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,8,1,0.0345,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Hydrogen Tank,NULL,25,4,0.1078,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0043,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Green-Blue Hydrogen Production,NULL,6,1,0.0259,43,6
US11AY,EconsightEnergyPatent,Chart Industries Inc,232,Green-Blue Methanol Production,NULL,3,NULL,0.0129,43,6
US50WN,EconsightEnergyPatent,Chemours Co,586,Batteries in Mobility,NULL,4,NULL,0.0068,25,11
US50WN,EconsightEnergyPatent,Chemours Co,586,Green-Blue Hydrogen Production,NULL,1,NULL,0.0017,25,11
US50WN,EconsightEnergyPatent,Chemours Co,586,Fuel Cell Manufacturing,NULL,9,2,0.0154,25,11
US50WN,EconsightEnergyPatent,Chemours Co,586,Fuel Cell Stationary Power Systems,NULL,1,1,0.0017,25,11
US50WN,EconsightEnergyPatent,Chemours Co,586,Fuel Cells in Mobility,NULL,10,5,0.0171,25,11
US50WN,EconsightEnergyPatent,Chemours Co,586,Hydrogen Generation and Storage,NULL,5,4,0.0085,25,11
CHV,EconsightEnergyPatent,Chevron Corp,2314,Batteries in Mobility,NULL,5,1,0.0022,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Batteries in Stationary Applications,NULL,6,NULL,0.0026,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Battery Charger For Vehicle,NULL,2,NULL,0.0009,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Double Layer Capacitors in Stationary Applications,NULL,2,NULL,0.0009,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,2,0.0013,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Fuel Cell Manufacturing,NULL,11,6,0.0048,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Fuel Cell Stationary Power Systems,NULL,6,4,0.0026,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Fuel Cells in Mobility,NULL,2,2,0.0009,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Green Hydrogen,NULL,2,1,0.0009,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Hydrogen Fueling Stations,NULL,1,NULL,0.0004,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Hydrogen Generation and Storage,NULL,66,32,0.0285,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,10,4,0.0043,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Hydrogen Tank,NULL,1,NULL,0.0004,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Green-Blue Hydrogen Production,NULL,37,10,0.016,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,Green-Blue Methanol Production,NULL,7,3,0.003,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,3,1,0.0013,87,42
CHV,EconsightEnergyPatent,Chevron Corp,2314,LOHC/MCH Liquid Organic Hydrogen Carrier,NULL,1,NULL,0.0004,87,42
CIEN,EconsightEnergyPatent,Ciena Corp,1510,Batteries in Stationary Applications,NULL,2,NULL,0.0013,3,0
CIEN,EconsightEnergyPatent,Ciena Corp,1510,Fuel Cell Manufacturing,NULL,1,NULL,0.0007,3,0
US01K7,EconsightEnergyPatent,Cirrus Logic Inc,1482,Batteries in Mobility,NULL,10,NULL,0.0067,15,1
US01K7,EconsightEnergyPatent,Cirrus Logic Inc,1482,Batteries in Stationary Applications,NULL,5,1,0.0034,15,1
US01K7,EconsightEnergyPatent,Cirrus Logic Inc,1482,Battery Charger For Vehicle,NULL,5,NULL,0.0034,15,1
US01K7,EconsightEnergyPatent,Cirrus Logic Inc,1482,Double Layer Capacitors in Stationary Applications,NULL,2,NULL,0.0013,15,1
CSCO,EconsightEnergyPatent,Cisco Systems Inc,12852,Batteries in Mobility,NULL,17,5,0.0013,24,9
CSCO,EconsightEnergyPatent,Cisco Systems Inc,12852,Batteries in Stationary Applications,NULL,6,4,0.0005,24,9
CSCO,EconsightEnergyPatent,Cisco Systems Inc,12852,Battery Charger For Vehicle,NULL,16,4,0.0012,24,9
CSCO,EconsightEnergyPatent,Cisco Systems Inc,12852,Double Layer Capacitors in Mobility Applications,NULL,1,1,0.0001,24,9
CSCO,EconsightEnergyPatent,Cisco Systems Inc,12852,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,1,0.0001,24,9
CSCO,EconsightEnergyPatent,Cisco Systems Inc,12852,Fuel Cell Manufacturing,NULL,1,NULL,0.0001,24,9
US91FB,EconsightEnergyPatent,Cleveland Cliffs Inc,59,Fuel Cells in Mobility,NULL,1,NULL,0.0169,1,0
KO,EconsightEnergyPatent,Coca Cola Co,620,Green-Blue Methanol Production,NULL,1,NULL,0.0016,5,1
KO,EconsightEnergyPatent,Coca Cola Co,620,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,4,1,0.0065,5,1
CTSH,EconsightEnergyPatent,Cognizant Technology Solutions Corp,197,Batteries in Mobility,NULL,1,NULL,0.0051,1,0
CTSH,EconsightEnergyPatent,Cognizant Technology Solutions Corp,197,Battery Charger For Vehicle,NULL,1,NULL,0.0051,1,0
US109W,EconsightEnergyPatent,Coherent Corp,1809,Batteries in Mobility,NULL,13,2,0.0072,14,2
US109W,EconsightEnergyPatent,Coherent Corp,1809,"Porous Carbon Electrode, Anode",NULL,8,1,0.0044,14,2
US204S,EconsightEnergyPatent,Enovis Corp,205,Hydrogen Generation and Storage,NULL,1,NULL,0.0049,1,0
CL,EconsightEnergyPatent,Colgate Palmolive Co,1710,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,2,1,0.0012,3,1
CL,EconsightEnergyPatent,Colgate Palmolive Co,1710,Hydrogen Generation and Storage,NULL,1,NULL,0.0006,3,1
US91IE,EconsightEnergyPatent,Columbia Sportswear Co,23,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,1,0.0435,1,1
CMCSA,EconsightEnergyPatent,Comcast Corp,2402,Batteries in Mobility,NULL,2,NULL,0.0008,5,1
CMCSA,EconsightEnergyPatent,Comcast Corp,2402,Batteries in Stationary Applications,NULL,2,1,0.0008,5,1
CMCSA,EconsightEnergyPatent,Comcast Corp,2402,Battery Charger For Vehicle,NULL,1,NULL,0.0004,5,1
CMCSA,EconsightEnergyPatent,Comcast Corp,2402,Hydrogen Generation and Storage,NULL,1,NULL,0.0004,5,1
US522V,EconsightEnergyPatent,Commscope Holding Co Inc,5646,Batteries in Mobility,NULL,2,1,0.0004,6,1
US522V,EconsightEnergyPatent,Commscope Holding Co Inc,5646,Batteries in Stationary Applications,NULL,1,NULL,0.0002,6,1
US522V,EconsightEnergyPatent,Commscope Holding Co Inc,5646,Fuel Cell Stationary Power Systems,NULL,3,NULL,0.0005,6,1
US522V,EconsightEnergyPatent,Commscope Holding Co Inc,5646,Fuel Cells in Mobility,NULL,1,NULL,0.0002,6,1
US61XQ,EconsightEnergyPatent,Conduent Inc,571,Batteries in Mobility,NULL,2,2,0.0035,2,2
US61XQ,EconsightEnergyPatent,Conduent Inc,571,Battery Charger For Vehicle,NULL,2,2,0.0035,2,2
P,EconsightEnergyPatent,ConocoPhillips Co,651,Fuel Cell Manufacturing,NULL,3,1,0.0046,20,8
P,EconsightEnergyPatent,ConocoPhillips Co,651,Fuel Cell Stationary Power Systems,NULL,1,1,0.0015,20,8
P,EconsightEnergyPatent,ConocoPhillips Co,651,Hydrogen Generation and Storage,NULL,17,7,0.0261,20,8
P,EconsightEnergyPatent,ConocoPhillips Co,651,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,5,4,0.0077,20,8
P,EconsightEnergyPatent,ConocoPhillips Co,651,Green-Blue Hydrogen Production,NULL,11,4,0.0169,20,8
ED,EconsightEnergyPatent,Consolidated Edison Inc,49,Batteries in Stationary Applications,NULL,1,NULL,0.0204,1,0
ED,EconsightEnergyPatent,Consolidated Edison Inc,49,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0204,1,0
US3S6N,EconsightEnergyPatent,Constellation Energy Corp,18,Batteries in Stationary Applications,NULL,2,NULL,0.1111,3,0
US3S6N,EconsightEnergyPatent,Constellation Energy Corp,18,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0556,3,0
COO,EconsightEnergyPatent,Cooper Companies Inc,329,Batteries in Mobility,NULL,1,NULL,0.003,1,0
GLW,EconsightEnergyPatent,Corning Inc,6158,Batteries in Mobility,NULL,32,8,0.0052,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Batteries in Stationary Applications,NULL,6,2,0.001,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Battery Charger For Vehicle,NULL,2,NULL,0.0003,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Double Layer Capacitors in Mobility Applications,NULL,13,1,0.0021,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Double Layer Capacitors in Stationary Applications,NULL,2,NULL,0.0003,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Fuel Cell Manufacturing,NULL,17,11,0.0028,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Fuel Cells in Mobility,NULL,4,1,0.0006,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Hydrogen Generation and Storage,NULL,6,5,0.001,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,1,0.0002,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,Green-Blue Hydrogen Production,NULL,1,1,0.0002,77,25
GLW,EconsightEnergyPatent,Corning Inc,6158,"Porous Carbon Electrode, Anode",NULL,39,4,0.0063,77,25
CCK,EconsightEnergyPatent,Crown Holdings Inc,401,Batteries in Stationary Applications,NULL,1,NULL,0.0025,2,0
CCK,EconsightEnergyPatent,Crown Holdings Inc,401,Batteries in Mobility,NULL,1,NULL,0.0025,2,0
CCK,EconsightEnergyPatent,Crown Holdings Inc,401,Fuel Cells in Mobility,NULL,1,NULL,0.0025,2,0
US9LZF,EconsightEnergyPatent,Cryoport Inc,37,Hydrogen Generation and Storage,NULL,2,NULL,0.0541,2,0
CUM,EconsightEnergyPatent,Cummins Inc,3300,Batteries in Mobility,NULL,171,29,0.0518,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Batteries in Stationary Applications,NULL,18,7,0.0055,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Battery Charger For Vehicle,NULL,79,12,0.0239,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Double Layer Capacitors in Mobility Applications,NULL,26,3,0.0079,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Double Layer Capacitors in Stationary Applications,NULL,3,NULL,0.0009,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,4,2,0.0012,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Fuel Cell Manufacturing,NULL,169,25,0.0512,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Fuel Cell Stationary Power Systems,NULL,49,2,0.0148,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Fuel Cells in Mobility,NULL,97,11,0.0294,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Green Hydrogen,NULL,4,1,0.0012,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,18,4,0.0055,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Hydrogen Fueling Stations,NULL,3,NULL,0.0009,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Hydrogen Generation and Storage,NULL,39,9,0.0118,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,10,2,0.003,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Hydrogen Tank,NULL,9,NULL,0.0027,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Green-Blue Hydrogen Production,NULL,10,2,0.003,350,63
CUM,EconsightEnergyPatent,Cummins Inc,3300,Green-Blue Methanol Production,NULL,1,1,0.0003,350,63
CW,EconsightEnergyPatent,Curtiss Wright Corp,129,Fuel Cell Manufacturing,NULL,1,NULL,0.0078,4,0
CW,EconsightEnergyPatent,Curtiss Wright Corp,129,Batteries in Mobility,NULL,3,NULL,0.0233,4,0
CW,EconsightEnergyPatent,Curtiss Wright Corp,129,Battery Charger For Vehicle,NULL,1,NULL,0.0078,4,0
CW,EconsightEnergyPatent,Curtiss Wright Corp,129,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0078,4,0
DTE,EconsightEnergyPatent,DTE Energy Co,4,Hydrogen Generation and Storage,NULL,1,NULL,0.25,1,0
DTE,EconsightEnergyPatent,DTE Energy Co,4,Fuel Cell Manufacturing,NULL,1,NULL,0.25,1,0
DTE,EconsightEnergyPatent,DTE Energy Co,4,Green-Blue Hydrogen Production,NULL,1,NULL,0.25,1,0
U0370,EconsightEnergyPatent,Dana Inc,1180,Batteries in Mobility,NULL,55,17,0.0466,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Battery Charger For Vehicle,NULL,10,1,0.0085,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Double Layer Capacitors in Mobility Applications,NULL,3,1,0.0025,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Double Layer Capacitors in Stationary Applications,NULL,1,0,0.0008,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,1,0.0025,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Fuel Cell Manufacturing,NULL,83,30,0.0703,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Fuel Cell Stationary Power Systems,NULL,3,0,0.0025,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Fuel Cells in Mobility,NULL,23,7,0.0195,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Green/Blue Hydrogen,NULL,1,1,0.0008,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,7,3,0.0059,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Hydrogen Generation and Storage,NULL,15,6,0.0127,143,49
U0370,EconsightEnergyPatent,Dana Inc,1180,Hydrogen Tank,NULL,1,0,0.0008,143,49
DHR,EconsightEnergyPatent,Danaher Corp,5035,Batteries in Mobility,NULL,2,NULL,0.0004,8,4
DHR,EconsightEnergyPatent,Danaher Corp,5035,Fuel Cell Stationary Power Systems,NULL,3,3,0.0006,8,4
DHR,EconsightEnergyPatent,Danaher Corp,5035,Fuel Cells in Mobility,NULL,1,1,0.0002,8,4
DHR,EconsightEnergyPatent,Danaher Corp,5035,Hydrogen Generation and Storage,NULL,2,NULL,0.0004,8,4
DHR,EconsightEnergyPatent,Danaher Corp,5035,Fuel Cell Manufacturing,NULL,1,1,0.0002,8,4
DE,EconsightEnergyPatent,Deere and Co,6075,Fuel Cell Stationary Power Systems,NULL,1,NULL,0.0002,135,30
DE,EconsightEnergyPatent,Deere and Co,6075,Batteries in Mobility,NULL,105,25,0.0173,135,30
DE,EconsightEnergyPatent,Deere and Co,6075,Battery Charger For Vehicle,NULL,58,14,0.0095,135,30
DE,EconsightEnergyPatent,Deere and Co,6075,Double Layer Capacitors in Mobility Applications,NULL,3,1,0.0005,135,30
DE,EconsightEnergyPatent,Deere and Co,6075,Double Layer Capacitors in Stationary Applications,NULL,1,1,0.0002,135,30
DE,EconsightEnergyPatent,Deere and Co,6075,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,25,4,0.0041,135,30
DE,EconsightEnergyPatent,Deere and Co,6075,Fuel Cells in Mobility,NULL,11,3,0.0018,135,30
US507Y,EconsightEnergyPatent,Dexcom Inc,311,Batteries in Stationary Applications,NULL,1,1,0.0032,2,1
US507Y,EconsightEnergyPatent,Dexcom Inc,311,Fuel Cell Manufacturing,NULL,1,NULL,0.0032,2,1
DIS,EconsightEnergyPatent,Walt Disney Co,2771,Batteries in Mobility,NULL,4,1,0.0014,6,1
DIS,EconsightEnergyPatent,Walt Disney Co,2771,Batteries in Stationary Applications,NULL,1,NULL,0.0004,6,1
DIS,EconsightEnergyPatent,Walt Disney Co,2771,Battery Charger For Vehicle,NULL,4,1,0.0014,6,1
DIS,EconsightEnergyPatent,Walt Disney Co,2771,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0004,6,1
DLB,EconsightEnergyPatent,Dolby Laboratories Inc,1786,Batteries in Mobility,NULL,1,1,0.0006,1,1
DLB,EconsightEnergyPatent,Dolby Laboratories Inc,1786,Battery Charger For Vehicle,NULL,1,1,0.0006,1,1
